project_id,state,district_code,project_type,land_type,land_area_acres,num_affected_families,num_departments_involved,notification_age_days,compensation_status,compensation_disbursed_pct,possession_status,legal_disputes_count,court_case_pending,rehabilitation_required,rehabilitation_progress_pct,stakeholder_responsiveness_score,historical_dept_performance_score,public_objections_count,pending_approvals_count,budget_utilization_pct,monsoon_season_overlap,is_delayed,delay_days
LAP-14157,Gujarat,GUJ-5,Industrial Corridor,Private Agricultural,73.3,36,2,205,Not Started,1,Award Declared,1,1,1,80,4.9,63.6,2,4,1.0,0,1,68
LAP-14158,Jharkhand,JHA-1,Renewable Energy,Government,98.4,133,3,887,Partially Disbursed,18,Survey Complete,0,0,0,100,7.9,48.4,0,4,54.4,0,0,0
LAP-14159,Gujarat,GUJ-4,Railway,Mixed,62.3,23,1,43,Fully Disbursed,89,Full Possession,1,0,0,100,10.0,57.1,2,0,47.5,0,0,0
LAP-14160,Odisha,ODI-1,Industrial Corridor,Tribal,1.6,39,1,46,Partially Disbursed,32,Award Declared,1,0,0,100,3.2,87.0,0,5,81.1,1,0,0
LAP-14161,Chhattisgarh,CHH-5,Highway,Mixed,11.8,39,2,361,Partially Disbursed,42,Award Declared,1,0,0,100,7.4,41.0,2,8,76.8,1,0,0
LAP-14162,Uttar Pradesh,UTT-2,Power Transmission,Forest,22.7,283,6,399,Fully Disbursed,88,Not Started,0,0,0,100,3.0,69.4,4,4,55.6,0,0,0
LAP-14163,Telangana,TEL-6,Highway,Forest,6.3,64,1,1461,Partially Disbursed,18,Not Started,2,1,0,100,6.1,57.9,3,1,51.7,0,0,0
LAP-14164,Odisha,ODI-4,Industrial Corridor,Government,99.2,66,1,1123,Partially Disbursed,77,Partial Possession,1,1,0,100,2.5,23.5,3,6,24.8,0,0,0
LAP-14165,Tamil Nadu,TAM-3,Power Transmission,Private Agricultural,21.1,192,5,769,Partially Disbursed,60,Full Possession,0,0,1,0,6.1,57.4,3,3,16.8,0,0,0
LAP-14166,Odisha,ODI-5,Industrial Corridor,Mixed,62.3,144,1,618,Fully Disbursed,99,Survey Complete,0,0,0,100,1.4,79.1,2,7,47.3,0,1,78
LAP-14167,Gujarat,GUJ-2,Highway,Mixed,21.4,107,2,1021,Fully Disbursed,99,Survey Complete,1,1,0,100,4.1,40.5,2,4,30.1,0,1,59
LAP-14168,Chhattisgarh,CHH-3,Renewable Energy,Forest,55.3,8,2,567,Partially Disbursed,19,Full Possession,1,1,0,100,6.7,76.3,3,1,23.7,0,0,0
LAP-14169,Haryana,HAR-2,Irrigation,Tribal,141.8,182,1,1167,Partially Disbursed,11,Full Possession,3,1,1,86,4.5,80.3,1,8,46.5,1,1,129
LAP-14170,Odisha,ODI-3,Urban Development,Mixed,54.9,7,3,53,Partially Disbursed,77,Not Started,1,0,1,21,7.7,39.9,1,3,95.1,0,0,0
LAP-14171,Tamil Nadu,TAM-6,Industrial Corridor,Private Agricultural,11.6,62,6,493,Not Started,2,Partial Possession,1,1,1,40,3.8,42.2,3,6,43.9,0,0,0
LAP-14172,Maharashtra,MAH-3,Power Transmission,Government,4.8,280,6,635,Not Started,8,Survey Complete,2,1,0,100,9.1,75.0,1,1,0.0,0,0,0
LAP-14173,Rajasthan,RAJ-1,Highway,Tribal,8.7,12,2,722,Fully Disbursed,89,Award Declared,3,1,0,100,5.5,98.9,2,6,31.3,0,1,32
LAP-14174,Rajasthan,RAJ-2,Industrial Corridor,Private Agricultural,65.5,37,5,546,Partially Disbursed,49,Award Declared,0,0,0,100,8.5,42.1,1,3,100.0,1,1,23
LAP-14175,Odisha,ODI-2,Irrigation,Tribal,51.2,67,6,557,Fully Disbursed,99,Partial Possession,3,1,1,75,6.4,53.0,1,8,69.7,0,1,96
LAP-14176,Chhattisgarh,CHH-2,Renewable Energy,Mixed,5.8,61,1,1096,Fully Disbursed,89,Survey Complete,0,0,1,88,6.1,58.8,5,0,59.8,0,0,0
LAP-14177,Maharashtra,MAH-6,Industrial Corridor,Mixed,165.3,677,4,717,Not Started,1,Award Declared,0,0,0,100,3.8,65.3,3,2,63.4,1,1,153
LAP-14178,Odisha,ODI-3,Highway,Forest,14.2,88,5,1331,Partially Disbursed,38,Not Started,3,1,0,100,6.8,55.1,3,0,88.7,1,1,127
LAP-14179,Maharashtra,MAH-6,Power Transmission,Tribal,22.2,26,3,851,Fully Disbursed,85,Award Declared,4,1,1,83,6.6,16.8,2,2,65.9,0,1,359
LAP-14180,Maharashtra,MAH-1,Railway,Forest,17.3,53,4,1060,Not Started,1,Full Possession,1,1,0,100,2.2,69.2,4,4,66.7,1,0,0
LAP-14181,Bihar,BIH-2,Airport,Forest,18.0,45,6,421,Fully Disbursed,89,Partial Possession,2,0,0,100,7.6,56.8,3,3,79.6,0,1,54
LAP-14182,West Bengal,WES-2,Urban Development,Government,40.2,77,3,761,Not Started,2,Award Declared,2,1,0,100,6.7,64.8,2,8,55.0,0,1,170
LAP-14183,Chhattisgarh,CHH-4,Highway,Private Agricultural,75.9,60,1,1140,Fully Disbursed,87,Survey Complete,0,0,0,100,4.9,84.5,2,5,61.7,0,0,0
LAP-14184,Jharkhand,JHA-6,Urban Development,Tribal,2.5,20,1,892,Partially Disbursed,29,Award Declared,3,1,1,2,10.0,45.0,2,2,68.7,0,1,130
LAP-14185,Uttar Pradesh,UTT-4,Highway,Private Agricultural,95.5,13,3,97,Fully Disbursed,96,Survey Complete,2,1,1,17,7.4,32.4,3,7,25.3,0,1,160
LAP-14186,Maharashtra,MAH-4,Irrigation,Private Agricultural,12.0,1559,1,1321,Not Started,7,Award Declared,0,0,0,100,3.1,55.8,1,8,100.0,1,1,216
LAP-14187,Uttar Pradesh,UTT-2,Highway,Private Agricultural,102.2,32,2,520,Not Started,6,Partial Possession,0,0,1,45,6.8,92.2,1,7,76.0,0,0,0
LAP-14188,Haryana,HAR-4,Renewable Energy,Private Agricultural,361.3,57,3,1023,Fully Disbursed,99,Survey Complete,0,0,1,37,6.2,69.6,2,8,51.3,0,0,0
LAP-14189,West Bengal,WES-1,Railway,Tribal,14.8,109,6,156,Fully Disbursed,95,Survey Complete,0,0,0,100,4.0,71.7,2,0,72.0,0,0,0
LAP-14190,Maharashtra,MAH-1,Airport,Private Agricultural,11.7,179,1,243,Fully Disbursed,90,Partial Possession,0,0,0,100,5.1,14.5,2,8,37.8,1,0,0
LAP-14191,Tamil Nadu,TAM-1,Power Transmission,Forest,109.6,51,5,65,Fully Disbursed,90,Not Started,1,1,0,100,3.5,78.0,2,1,63.2,0,1,58
LAP-14192,Odisha,ODI-6,Highway,Government,107.1,401,3,379,Partially Disbursed,38,Not Started,2,0,0,100,5.6,83.9,2,7,17.4,0,0,0
LAP-14193,Gujarat,GUJ-5,Railway,Private Agricultural,39.7,121,3,430,Not Started,2,Partial Possession,1,1,1,29,7.1,55.1,4,2,52.2,0,1,31
LAP-14194,West Bengal,WES-2,Airport,Private Agricultural,78.1,67,3,935,Not Started,7,Partial Possession,0,0,1,92,9.0,54.3,2,6,65.7,1,0,0
LAP-14195,Rajasthan,RAJ-2,Irrigation,Private Agricultural,21.6,30,2,896,Not Started,7,Partial Possession,0,0,1,35,6.4,66.8,3,1,89.6,0,0,0
LAP-14196,Tamil Nadu,TAM-3,Power Transmission,Tribal,49.0,248,5,696,Partially Disbursed,51,Partial Possession,1,0,0,100,3.6,42.8,2,3,1.1,0,0,0
LAP-14197,West Bengal,WES-3,Industrial Corridor,Tribal,44.6,177,5,20,Partially Disbursed,30,Partial Possession,0,0,1,3,8.1,73.4,4,3,83.1,0,0,0
LAP-14198,Odisha,ODI-6,Urban Development,Forest,14.9,99,4,742,Not Started,1,Not Started,1,1,1,99,5.1,68.1,4,1,48.9,1,1,68
LAP-14199,Chhattisgarh,CHH-6,Highway,Private Agricultural,8.3,49,1,32,Partially Disbursed,59,Partial Possession,1,1,1,84,7.8,78.6,0,3,74.1,0,0,0
LAP-14200,West Bengal,WES-3,Highway,Forest,31.0,8,5,690,Not Started,0,Survey Complete,1,1,0,100,6.7,70.3,1,6,81.2,1,1,271
LAP-14201,Telangana,TEL-5,Power Transmission,Private Agricultural,11.2,25,4,1362,Not Started,6,Survey Complete,0,0,1,40,5.1,68.5,2,5,66.9,0,0,0
LAP-14202,Gujarat,GUJ-4,Industrial Corridor,Government,49.2,186,1,614,Fully Disbursed,91,Survey Complete,0,0,0,100,5.4,67.9,0,8,100.0,0,0,0
LAP-14203,Uttar Pradesh,UTT-6,Power Transmission,Private Agricultural,6.6,22,4,1088,Fully Disbursed,95,Full Possession,1,1,0,100,3.2,66.1,3,7,60.9,1,1,446
LAP-14204,Haryana,HAR-1,Irrigation,Private Agricultural,15.6,22,6,1440,Partially Disbursed,44,Partial Possession,0,0,1,94,3.6,50.8,2,8,58.0,1,1,160
LAP-14205,Odisha,ODI-6,Highway,Tribal,22.6,397,2,248,Not Started,8,Full Possession,3,1,0,100,6.2,42.4,1,6,11.6,1,0,0
LAP-14206,Maharashtra,MAH-2,Highway,Private Agricultural,8.1,476,4,546,Not Started,7,Survey Complete,1,0,1,55,3.7,56.6,2,3,46.2,0,0,0
LAP-14207,Gujarat,GUJ-5,Renewable Energy,Forest,14.1,8,1,1383,Not Started,9,Award Declared,0,0,0,100,7.7,64.2,1,1,65.9,1,0,0
LAP-14208,Gujarat,GUJ-2,Irrigation,Private Agricultural,41.7,56,3,854,Not Started,6,Partial Possession,1,1,1,98,7.4,74.9,1,7,49.3,0,0,0
LAP-14209,Odisha,ODI-3,Urban Development,Government,1.5,122,2,774,Partially Disbursed,24,Not Started,1,1,0,100,8.0,69.3,1,0,44.1,0,0,0
LAP-14210,Madhya Pradesh,MAD-3,Airport,Private Agricultural,82.3,3,4,368,Not Started,0,Survey Complete,1,1,0,100,7.1,56.1,4,7,75.0,0,0,0
LAP-14211,West Bengal,WES-6,Irrigation,Tribal,746.4,96,6,1141,Not Started,0,Full Possession,1,1,1,31,6.7,47.4,2,7,31.8,1,0,0
LAP-14212,West Bengal,WES-2,Industrial Corridor,Mixed,27.0,17,2,291,Fully Disbursed,86,Full Possession,0,0,0,100,3.2,83.7,3,1,46.6,1,0,0
LAP-14213,Bihar,BIH-6,Renewable Energy,Government,22.0,59,4,790,Fully Disbursed,85,Not Started,1,0,0,100,4.0,67.9,2,0,82.9,0,0,0
LAP-14214,Punjab,PUN-3,Urban Development,Private Agricultural,52.1,909,4,509,Partially Disbursed,80,Partial Possession,0,0,0,100,6.9,51.7,1,2,26.3,0,0,0
LAP-14215,Jharkhand,JHA-1,Highway,Government,17.2,177,1,930,Partially Disbursed,44,Not Started,0,0,1,8,4.6,80.7,2,5,80.8,0,0,0
LAP-14216,Tamil Nadu,TAM-2,Irrigation,Private Agricultural,21.4,148,6,62,Partially Disbursed,82,Not Started,0,0,0,100,4.1,58.5,1,4,15.7,0,0,0
LAP-14217,Odisha,ODI-5,Industrial Corridor,Private Agricultural,13.3,95,4,474,Fully Disbursed,96,Partial Possession,0,0,1,31,2.5,14.7,1,3,24.8,1,1,144
LAP-14218,Gujarat,GUJ-4,Railway,Private Agricultural,12.0,74,1,1309,Fully Disbursed,97,Award Declared,0,0,1,21,7.7,54.1,1,3,3.6,1,0,0
LAP-14219,Chhattisgarh,CHH-5,Irrigation,Private Agricultural,55.4,131,3,753,Fully Disbursed,92,Award Declared,1,1,1,73,10.0,33.4,1,1,40.5,0,0,0
LAP-14220,Bihar,BIH-6,Highway,Tribal,7.8,351,6,700,Not Started,6,Award Declared,1,1,1,73,5.4,70.1,4,3,82.1,0,0,0
LAP-14221,Rajasthan,RAJ-6,Power Transmission,Tribal,10.0,9,2,357,Partially Disbursed,44,Full Possession,0,0,1,8,6.6,57.1,0,4,31.6,1,1,129
LAP-14222,Punjab,PUN-1,Airport,Private Agricultural,18.7,137,3,964,Partially Disbursed,64,Award Declared,0,0,1,31,6.3,32.3,6,3,72.8,1,0,0
LAP-14223,Tamil Nadu,TAM-5,Industrial Corridor,Private Agricultural,15.4,113,3,423,Not Started,9,Not Started,3,0,1,58,9.5,65.9,2,8,56.9,0,1,252
LAP-14224,Haryana,HAR-4,Railway,Private Agricultural,28.4,63,3,1027,Not Started,2,Partial Possession,0,0,0,100,6.8,40.0,3,0,52.8,1,0,0
LAP-14225,Jharkhand,JHA-3,Railway,Government,12.3,79,3,680,Not Started,8,Partial Possession,0,0,0,100,3.0,60.7,2,1,27.2,1,0,0
LAP-14226,Telangana,TEL-6,Industrial Corridor,Private Agricultural,21.5,213,6,513,Partially Disbursed,69,Partial Possession,2,0,0,100,2.8,41.8,1,5,74.0,1,1,98
LAP-14227,Uttar Pradesh,UTT-1,Urban Development,Private Agricultural,13.3,123,1,373,Not Started,9,Award Declared,0,0,0,100,7.9,41.0,3,0,48.8,0,0,0
LAP-14228,Bihar,BIH-6,Railway,Private Agricultural,25.3,379,2,811,Fully Disbursed,95,Award Declared,2,1,1,56,4.8,64.4,3,0,98.2,1,0,0
LAP-14229,Punjab,PUN-1,Urban Development,Private Agricultural,75.7,18,6,571,Fully Disbursed,85,Not Started,1,1,1,9,3.6,50.3,3,4,84.6,1,1,228
LAP-14230,Rajasthan,RAJ-5,Railway,Private Agricultural,7.0,76,3,401,Not Started,2,Survey Complete,1,1,0,100,2.6,75.8,3,3,53.1,0,0,0
LAP-14231,Uttar Pradesh,UTT-3,Highway,Tribal,5.2,195,6,1201,Partially Disbursed,75,Partial Possession,2,1,1,45,7.8,31.3,1,8,77.2,1,1,150
LAP-14232,Karnataka,KAR-1,Irrigation,Private Agricultural,80.1,370,1,1269,Partially Disbursed,36,Award Declared,0,0,1,96,3.5,86.5,2,7,42.1,0,1,9
LAP-14233,West Bengal,WES-6,Power Transmission,Tribal,9.1,28,1,401,Fully Disbursed,100,Partial Possession,0,0,1,50,4.3,35.6,1,5,60.9,0,0,0
LAP-14234,Tamil Nadu,TAM-4,Highway,Private Agricultural,27.9,101,5,1062,Partially Disbursed,42,Full Possession,0,0,1,81,5.2,71.4,3,6,85.2,0,0,0
LAP-14235,Jharkhand,JHA-6,Irrigation,Private Agricultural,11.7,16,2,1488,Not Started,6,Partial Possession,0,0,1,15,5.6,57.2,7,6,75.7,0,0,0
LAP-14236,Maharashtra,MAH-4,Irrigation,Government,12.1,3,5,52,Partially Disbursed,42,Partial Possession,1,0,0,100,4.0,41.3,0,7,100.0,0,1,22
LAP-14237,Jharkhand,JHA-4,Irrigation,Mixed,33.1,125,3,48,Not Started,7,Award Declared,1,1,1,82,6.8,25.1,4,3,73.1,1,0,0
LAP-14238,Jharkhand,JHA-2,Industrial Corridor,Private Agricultural,34.3,4450,6,428,Not Started,7,Partial Possession,0,0,0,100,3.9,26.6,6,4,48.9,0,0,0
LAP-14239,Jharkhand,JHA-6,Highway,Government,100.8,1130,6,1183,Fully Disbursed,98,Survey Complete,0,0,0,100,8.1,26.8,3,1,41.7,0,0,0
LAP-14240,Chhattisgarh,CHH-1,Power Transmission,Mixed,15.3,26,6,576,Partially Disbursed,39,Full Possession,1,0,0,100,3.9,100.0,0,6,45.2,0,1,73
LAP-14241,Haryana,HAR-5,Highway,Private Agricultural,57.4,110,3,1309,Not Started,3,Full Possession,1,1,0,100,5.7,59.8,2,1,68.3,0,0,0
LAP-14242,Odisha,ODI-2,Renewable Energy,Forest,157.3,165,3,1166,Partially Disbursed,51,Full Possession,2,0,0,100,7.9,67.4,2,8,5.5,1,0,0
LAP-14243,Jharkhand,JHA-2,Industrial Corridor,Mixed,789.5,22,5,963,Partially Disbursed,52,Partial Possession,0,0,0,100,5.3,90.3,2,7,25.9,1,1,46
LAP-14244,Jharkhand,JHA-5,Highway,Government,1.3,26,4,92,Partially Disbursed,24,Partial Possession,1,1,1,42,6.4,57.8,1,5,77.1,0,0,0
LAP-14245,West Bengal,WES-3,Urban Development,Private Agricultural,349.1,186,6,375,Fully Disbursed,96,Survey Complete,2,0,1,66,4.1,31.6,3,3,79.2,0,1,175
LAP-14246,Jharkhand,JHA-5,Highway,Tribal,30.7,5,1,1381,Partially Disbursed,48,Not Started,3,0,1,86,7.8,75.4,3,6,100.0,0,0,0
LAP-14247,Telangana,TEL-2,Railway,Private Agricultural,161.3,12,6,700,Not Started,3,Award Declared,0,0,0,100,5.7,19.9,2,2,47.1,0,0,0
LAP-14248,Chhattisgarh,CHH-4,Power Transmission,Government,7.6,48,4,1141,Fully Disbursed,93,Award Declared,0,0,1,83,6.7,69.5,3,8,66.4,0,0,0
LAP-14249,Chhattisgarh,CHH-4,Industrial Corridor,Forest,100.5,98,4,951,Fully Disbursed,98,Not Started,1,1,1,50,3.5,67.9,2,3,71.3,0,0,0
LAP-14250,Gujarat,GUJ-1,Irrigation,Private Agricultural,46.7,5,3,715,Not Started,2,Survey Complete,2,0,1,9,5.5,60.6,1,5,81.0,0,1,117
LAP-14251,Jharkhand,JHA-3,Highway,Private Agricultural,28.6,142,1,809,Not Started,4,Survey Complete,0,0,1,25,4.7,64.7,0,7,88.3,1,1,262
LAP-14252,Uttar Pradesh,UTT-2,Power Transmission,Government,15.1,15,6,315,Fully Disbursed,95,Partial Possession,1,1,0,100,4.5,60.1,2,4,21.3,0,0,0
LAP-14253,Tamil Nadu,TAM-5,Power Transmission,Private Agricultural,8.0,1,5,1293,Partially Disbursed,71,Survey Complete,0,0,1,89,6.0,71.6,0,0,90.1,0,0,0
LAP-14254,Punjab,PUN-4,Irrigation,Government,34.1,173,2,48,Partially Disbursed,69,Survey Complete,0,0,0,100,4.5,54.9,1,6,84.0,1,0,0
LAP-14255,Rajasthan,RAJ-4,Industrial Corridor,Private Agricultural,7.6,8,2,845,Partially Disbursed,80,Award Declared,0,0,0,100,5.4,75.0,2,4,69.8,1,0,0
LAP-14256,Uttar Pradesh,UTT-3,Renewable Energy,Tribal,26.7,68,2,930,Partially Disbursed,81,Survey Complete,2,0,0,100,3.4,71.2,2,3,80.7,1,1,85
LAP-14257,Jharkhand,JHA-3,Industrial Corridor,Private Agricultural,22.0,100,1,1100,Not Started,6,Survey Complete,2,1,0,100,8.6,53.6,0,4,99.8,0,0,0
LAP-14258,Odisha,ODI-2,Highway,Private Agricultural,4.5,53,3,923,Not Started,5,Not Started,0,0,1,83,6.5,26.9,3,6,75.4,0,0,0
LAP-14259,Odisha,ODI-3,Highway,Private Agricultural,109.2,184,3,1371,Fully Disbursed,90,Award Declared,1,1,1,84,6.2,49.4,5,7,88.5,0,1,111
LAP-14260,Gujarat,GUJ-5,Highway,Forest,43.2,112,3,41,Fully Disbursed,96,Partial Possession,7,1,0,100,8.6,27.6,3,4,59.0,1,0,0
LAP-14261,Maharashtra,MAH-3,Urban Development,Government,27.0,34,3,1406,Not Started,3,Not Started,1,0,0,100,5.0,66.5,1,8,57.4,0,0,0
LAP-14262,Bihar,BIH-5,Irrigation,Tribal,39.2,16,5,731,Partially Disbursed,71,Partial Possession,3,0,1,1,7.5,84.4,5,3,91.9,1,1,65
LAP-14263,Haryana,HAR-1,Airport,Private Agricultural,170.0,380,2,239,Not Started,6,Partial Possession,0,0,1,16,4.3,31.9,1,6,50.8,0,1,131
LAP-14264,Haryana,HAR-5,Airport,Tribal,178.1,57,4,843,Partially Disbursed,54,Partial Possession,3,1,1,84,4.3,60.0,5,5,93.3,0,0,0
LAP-14265,Bihar,BIH-2,Urban Development,Private Agricultural,22.9,107,4,133,Not Started,7,Full Possession,1,0,1,44,5.5,75.7,1,6,21.2,0,0,0
LAP-14266,Madhya Pradesh,MAD-6,Airport,Tribal,14.2,35,5,1444,Not Started,5,Survey Complete,3,0,0,100,6.4,79.6,1,1,59.0,0,0,0
LAP-14267,Odisha,ODI-6,Power Transmission,Forest,54.4,97,6,838,Fully Disbursed,89,Survey Complete,1,1,0,100,9.0,38.6,3,1,41.2,0,1,72
LAP-14268,Madhya Pradesh,MAD-1,Railway,Private Agricultural,209.9,66,1,447,Fully Disbursed,91,Survey Complete,0,0,1,11,4.9,63.4,4,1,21.0,0,0,0
LAP-14269,Uttar Pradesh,UTT-2,Highway,Tribal,111.7,36,1,1272,Partially Disbursed,67,Not Started,0,0,0,100,9.8,56.7,3,4,36.9,0,0,0
LAP-14270,Odisha,ODI-3,Industrial Corridor,Private Agricultural,16.7,2,1,1467,Partially Disbursed,49,Full Possession,0,0,0,100,7.7,67.3,3,2,28.8,0,0,0
LAP-14271,Karnataka,KAR-5,Power Transmission,Government,118.7,161,2,719,Not Started,3,Survey Complete,0,0,0,100,6.9,52.1,1,5,96.0,0,0,0
LAP-14272,Maharashtra,MAH-1,Railway,Private Agricultural,35.4,40,2,1379,Not Started,9,Full Possession,0,0,1,36,5.9,61.6,2,0,75.4,0,0,0
LAP-14273,Chhattisgarh,CHH-1,Irrigation,Tribal,54.9,41,5,1111,Fully Disbursed,100,Award Declared,1,0,1,71,8.8,63.5,3,0,92.4,0,0,0
LAP-14274,West Bengal,WES-2,Highway,Government,184.1,64,4,868,Partially Disbursed,34,Not Started,1,0,0,100,5.4,64.2,2,5,1.7,0,0,0
LAP-14275,Uttar Pradesh,UTT-2,Power Transmission,Government,14.6,37,4,298,Not Started,3,Partial Possession,1,0,0,100,4.5,79.5,0,3,35.5,1,0,0
LAP-14276,Rajasthan,RAJ-4,Urban Development,Mixed,50.2,356,5,1445,Not Started,5,Award Declared,2,1,0,100,8.6,52.4,1,7,24.8,1,1,219
LAP-14277,Telangana,TEL-2,Highway,Tribal,5.7,15,2,530,Partially Disbursed,32,Award Declared,4,0,0,100,6.6,79.9,1,4,69.9,0,0,0
LAP-14278,Chhattisgarh,CHH-3,Power Transmission,Private Agricultural,27.7,14,4,1124,Not Started,2,Survey Complete,1,0,0,100,5.5,63.3,1,7,63.3,1,0,0
LAP-14279,Bihar,BIH-2,Urban Development,Private Agricultural,746.7,53,4,1066,Not Started,6,Survey Complete,0,0,1,96,6.5,88.5,3,1,63.5,1,0,0
LAP-14280,Gujarat,GUJ-2,Railway,Forest,13.6,32,3,1103,Fully Disbursed,88,Award Declared,0,0,0,100,7.1,66.5,3,1,52.4,0,0,0
LAP-14281,Rajasthan,RAJ-6,Industrial Corridor,Government,133.0,19,6,1291,Partially Disbursed,32,Survey Complete,0,0,1,12,4.8,100.0,1,3,12.1,0,0,0
LAP-14282,Punjab,PUN-3,Airport,Tribal,101.9,45,2,105,Partially Disbursed,51,Not Started,0,0,0,100,9.8,73.0,1,2,40.2,1,0,0
LAP-14283,Punjab,PUN-6,Industrial Corridor,Tribal,79.2,357,3,438,Not Started,4,Survey Complete,0,0,0,100,7.6,64.3,3,2,28.7,0,0,0
LAP-14284,Bihar,BIH-1,Renewable Energy,Mixed,17.4,227,5,1347,Partially Disbursed,82,Partial Possession,1,1,0,100,2.5,84.2,0,4,59.1,1,1,241
LAP-14285,Chhattisgarh,CHH-3,Urban Development,Tribal,50.3,11,2,1200,Not Started,1,Survey Complete,0,0,0,100,4.5,59.0,0,6,65.6,1,1,44
LAP-14286,Uttar Pradesh,UTT-1,Industrial Corridor,Private Agricultural,12.0,3,6,1411,Partially Disbursed,58,Survey Complete,1,1,1,96,5.8,56.0,2,2,48.2,0,0,0
LAP-14287,Odisha,ODI-5,Irrigation,Private Agricultural,3.7,19,2,1315,Fully Disbursed,86,Not Started,2,1,1,96,3.6,56.4,2,8,86.5,0,0,0
LAP-14288,Uttar Pradesh,UTT-4,Railway,Private Agricultural,15.5,105,2,665,Fully Disbursed,99,Not Started,1,0,1,36,5.7,77.4,4,2,0.0,0,0,0
LAP-14289,Rajasthan,RAJ-5,Railway,Mixed,21.4,12,4,369,Partially Disbursed,28,Not Started,1,1,1,68,5.9,73.6,4,3,13.8,0,1,45
LAP-14290,Jharkhand,JHA-2,Railway,Private Agricultural,7.6,21,4,1075,Fully Disbursed,85,Award Declared,0,0,0,100,4.8,83.4,2,4,63.7,0,0,0
LAP-14291,West Bengal,WES-3,Urban Development,Forest,61.3,4,1,840,Partially Disbursed,49,Full Possession,0,0,0,100,5.1,100.0,1,4,24.2,0,0,0
LAP-14292,Odisha,ODI-5,Industrial Corridor,Private Agricultural,168.0,20,4,1143,Partially Disbursed,80,Survey Complete,0,0,0,100,7.5,67.0,1,6,49.8,0,1,186
LAP-14293,Rajasthan,RAJ-5,Highway,Government,22.9,74,2,575,Partially Disbursed,70,Survey Complete,0,0,0,100,6.2,28.8,4,5,42.5,1,0,0
LAP-14294,Uttar Pradesh,UTT-2,Highway,Private Agricultural,16.1,175,2,730,Fully Disbursed,89,Partial Possession,0,0,1,79,4.5,67.7,3,7,32.9,0,0,0
LAP-14295,Chhattisgarh,CHH-4,Irrigation,Forest,5.0,20,3,953,Partially Disbursed,17,Partial Possession,0,0,0,100,1.0,60.9,1,1,31.2,0,0,0
LAP-14296,Bihar,BIH-5,Irrigation,Tribal,10.3,67,1,354,Not Started,7,Survey Complete,0,0,0,100,2.5,93.6,3,2,87.8,1,0,0
LAP-14297,West Bengal,WES-1,Highway,Tribal,81.4,154,2,470,Partially Disbursed,36,Survey Complete,1,1,1,8,5.2,48.4,3,5,44.7,0,0,0
LAP-14298,Telangana,TEL-6,Renewable Energy,Private Agricultural,8.5,106,4,1079,Fully Disbursed,99,Partial Possession,0,0,1,52,5.8,40.4,3,2,76.4,0,0,0
LAP-14299,West Bengal,WES-3,Urban Development,Private Agricultural,32.3,255,6,602,Fully Disbursed,87,Partial Possession,0,0,1,47,3.5,42.9,3,2,3.7,0,0,0
LAP-14300,Chhattisgarh,CHH-4,Urban Development,Forest,17.2,19,5,402,Partially Disbursed,51,Survey Complete,1,0,0,100,6.0,69.8,1,4,90.4,0,0,0
LAP-14301,Rajasthan,RAJ-2,Urban Development,Private Agricultural,10.1,64,6,203,Fully Disbursed,88,Survey Complete,1,0,1,10,5.5,88.8,3,0,61.8,0,0,0
LAP-14302,Odisha,ODI-2,Power Transmission,Tribal,74.3,61,2,371,Partially Disbursed,52,Not Started,2,0,1,18,4.0,76.5,5,7,46.9,0,0,0
LAP-14303,Bihar,BIH-6,Railway,Forest,80.4,11,1,140,Partially Disbursed,70,Full Possession,2,1,0,100,3.7,70.9,1,4,71.9,0,1,13
LAP-14304,Madhya Pradesh,MAD-2,Highway,Tribal,14.3,36,2,25,Partially Disbursed,79,Award Declared,1,0,1,26,7.5,65.0,0,7,72.9,0,1,32
LAP-14305,Jharkhand,JHA-1,Highway,Mixed,38.7,32,6,726,Partially Disbursed,25,Full Possession,0,0,0,100,3.4,69.4,1,4,91.9,1,1,55
LAP-14306,Chhattisgarh,CHH-2,Highway,Forest,5.8,56,1,738,Partially Disbursed,68,Not Started,2,1,0,100,8.1,65.0,5,8,43.9,0,0,0
LAP-14307,West Bengal,WES-4,Urban Development,Tribal,10.1,47,1,1038,Partially Disbursed,48,Partial Possession,2,1,0,100,6.7,31.3,4,4,50.5,1,1,345
LAP-14308,West Bengal,WES-1,Highway,Private Agricultural,26.7,166,2,676,Not Started,3,Award Declared,1,1,1,94,4.7,69.4,0,4,74.8,0,0,0
LAP-14309,Karnataka,KAR-2,Irrigation,Forest,38.2,415,6,375,Partially Disbursed,58,Not Started,5,1,0,100,7.4,79.1,6,2,47.8,1,1,152
LAP-14310,Haryana,HAR-5,Urban Development,Government,54.0,48,6,766,Fully Disbursed,95,Award Declared,0,0,1,58,7.3,82.2,2,3,32.7,0,0,0
LAP-14311,Maharashtra,MAH-5,Irrigation,Private Agricultural,3.0,27,1,496,Fully Disbursed,96,Full Possession,0,0,1,25,5.2,65.8,2,3,70.2,1,0,0
LAP-14312,West Bengal,WES-4,Highway,Private Agricultural,14.7,74,1,1116,Fully Disbursed,89,Partial Possession,0,0,1,19,2.7,53.5,3,8,29.6,0,1,314
LAP-14313,Maharashtra,MAH-6,Railway,Mixed,41.0,537,2,320,Fully Disbursed,89,Not Started,1,1,0,100,4.0,79.0,2,6,60.1,0,1,200
